rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
2,2,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,1165823200,31.2,-141374700,-10.8,95044601437,156343,-18015,-10.3,11832960,1182,5155
3,3,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,614759100,16.5,-46983300,-7.1,8618907150,80591,-5730,-6.6,1061456,736,3085
4,4,0,OLD,20177104,페르디난드,2018-01-03,180347700,4.8,5590500,3.2,2980709200,26788,1077,4.2,408266,566,1225
5,5,0,OLD,20179462,위대한 쇼맨,2017-12-20,165811700,4.4,5800,0,9118693200,21217,23,0.1,1114295,371,806
6,6,0,OLD,20170402,강철비,2017-12-14,122211800,3.3,-9882400,-7.5,34959720466,16294,-1268,-7.2,4384584,450,972
7,7,0,OLD,20176947,원더,2017-12-27,34367000,0.9,213000,0.6,1231507245,4588,44,1,156817,149,275
8,8,3,OLD,20161872,너의 이름은.,2017-01-04,17711900,0.5,9512400,116,29837670556,2591,1491,135.5,3708926,78,104
9,9,-1,OLD,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,15103500,0.4,-139000,-0.9,3766141500,2191,15,0.7,502897,132,157
10,10,0,OLD,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,8105500,0.2,642500,8.6,6156409800,1261,146,13.1,815050,81,88
1,1,0,OLD,20170590,1987,2017-12-27,1264934200,35.6,-68257100,-5.1,36814262232,166737,-9056,-5.2,4611798,1080,4666
2,2,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,1061472000,29.9,-104351200,-9,96106073437,141824,-14519,-9.3,11974784,1170,5039
3,3,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,569717000,16.0,-45042100,-7.3,9188624150,73997,-6594,-8.2,1135453,715,3032
4,4,0,OLD,20177104,페르디난드,2018-01-03,156668300,4.4,-23679400,-13.1,3137377500,23334,-3454,-12.9,431600,534,1161
5,5,0,OLD,20179462,위대한 쇼맨,2017-12-20,176585700,5.0,10774000,6.5,9295278900,22621,1404,6.6,1136916,377,832
6,6,0,OLD,20170402,강철비,2017-12-14,114744300,3.2,-7467500,-6.1,35074464766,15391,-903,-5.5,4399975,451,938
7,7,0,NEW,20176104,그것만이 내 세상,2018-01-17,51407000,1.4,51407000,100,71575000,6307,6307,100,8566,34,35
8,8,-1,OLD,20176947,원더,2017-12-27,34303300,1.0,-63700,-0.2,1265810545,4525,-63,-1.4,161342,149,280
9,9,0,OLD,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,13746200,0.4,-1357300,-9,3779887700,1986,-205,-9.4,504883,125,145
10,10,8,OLD,20179985,코코,2018-01-11,22528700,0.6,17128700,317.2,111234700,1973,1523,338.4,10730,17,17
1,1,0,OLD,20170590,1987,2017-12-27,1097894600,28.0,-167039600,-13.2,37912156832,143893,-22844,-13.7,4755691,957,3840
2,2,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,926864200,23.7,-134607800,-12.7,97032937637,123571,-18253,-12.9,12098355,891,3514
3,3,7,OLD,20179985,코코,2018-01-11,801853900,20.5,779325200,3459.3,913088600,106921,104948,5319.2,117651,937,3329
4,4,-1,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,423587900,10.8,-146129100,-25.6,9612212050,55686,-18311,-24.7,1191139,586,1963
5,5,0,NEW,20173547,다운사이징,2018-01-11,247341600,6.3,247341600,100,253960100,32562,32562,100,33321,511,1657
6,6,-1,OLD,20179462,위대한 쇼맨,2017-12-20,91539000,2.3,-85046700,-48.2,9386817900,11648,-10973,-48.5,1148564,203,362
7,7,-3,OLD,20177104,페르디난드,2018-01-03,69261600,1.8,-87406700,-55.8,3206639100,10633,-12701,-54.4,442233,325,466
8,8,26,OLD,20177602,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018-01-11,60159600,1.5,58933800,4807.8,63129400,8183,8028,5179.4,8556,390,910
9,9,-3,OLD,20170402,강철비,2017-12-14,40684000,1.0,-74060300,-64.5,35115148766,5400,-9991,-64.9,4405375,186,292
10,10,0,NEW,20179286,하이큐!! 콘셉트의 싸움,2018-01-11,27030500,0.7,27030500,100,27030500,3869,3869,100,3869,97,174
1,1,0,OLD,20170590,1987,2017-12-27,1589822454,31.7,491927854,44.8,39501979286,186217,42324,29.4,4941908,995,4045
2,2,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,1231166700,24.6,304302500,32.8,98264104337,146494,22923,18.6,12244849,920,3623
3,3,0,OLD,20179985,코코,2018-01-11,955611405,19.1,153757505,19.2,1868700005,114581,7660,7.2,232232,978,3456
4,4,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,555693541,11.1,132105641,31.2,10167905591,65831,10145,18.2,1256970,622,1991
5,5,0,OLD,20173547,다운사이징,2018-01-11,215765695,4.3,-31575905,-12.8,469725795,25172,-7390,-22.7,58493,506,1542
6,6,0,OLD,20179462,위대한 쇼맨,2017-12-20,131578400,2.6,40039400,43.7,9518396300,15055,3407,29.2,1163619,224,408
7,7,0,OLD,20177104,페르디난드,2018-01-03,74082100,1.5,4820500,7,3280721200,10533,-100,-0.9,452766,332,462
8,8,1,OLD,20170402,강철비,2017-12-14,58631900,1.2,17947900,44.1,35173780666,7118,1718,31.8,4412493,198,299
9,9,-1,OLD,20177602,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018-01-11,37096700,0.7,-23062900,-38.3,100226100,4517,-3666,-44.8,13073,363,752
10,10,1,OLD,20176947,원더,2017-12-27,29332100,0.6,3008100,11.4,1321466645,3457,-19,-0.5,168275,94,177
1,1,0,OLD,20170590,1987,2017-12-27,978569700,30.5,-2483543900,-71.7,47623790645,128995,-281887,-68.6,5915841,1015,4222
2,2,0,OLD,20179985,코코,2018-01-11,796652800,24.8,-1789305900,-69.2,7803357496,105194,-206365,-66.2,955169,1000,3563
3,3,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,747381200,23.3,-1669071100,-69.1,104034020937,100000,-188900,-65.4,12944046,910,3501
4,4,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,327245750,10.2,-744740450,-69.5,12680210891,42915,-85727,-66.6,1561906,618,1995
5,5,1,OLD,20179462,위대한 쇼맨,2017-12-20,106900300,3.3,-94140600,-46.8,10041402200,13580,-9673,-41.6,1225054,237,454
6,6,-1,OLD,20173547,다운사이징,2018-01-11,81037900,2.5,-172565600,-68,1128402104,10623,-18672,-63.7,136050,451,1132
7,7,0,OLD,20177104,페르디난드,2018-01-03,34215800,1.1,-132502200,-79.5,3643266700,5214,-16648,-76.2,501215,299,412
8,8,0,OLD,20170402,강철비,2017-12-14,36320100,1.1,-52753600,-59.2,35406877766,4808,-5968,-55.4,4441039,181,290
9,9,0,OLD,20176947,원더,2017-12-27,20793800,0.6,-25403400,-55,1441163845,2777,-2601,-48.4,182605,95,190
10,10,0,NEW,20176104,그것만이 내 세상,2018-01-17,21013000,0.7,21013000,100,122214000,2357,2357,100,14364,12,12
1,1,0,OLD,20170590,1987,2017-12-27,877919500,27.4,-100650200,-10.3,48501710145,116339,-12656,-9.8,6032180,1042,4239
2,2,0,OLD,20179985,코코,2018-01-11,850404700,26.5,53751900,6.7,8653762196,114778,9584,9.1,1069947,1009,3557
3,3,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,700064700,21.8,-47316500,-6.3,104734085637,95401,-4599,-4.6,13039447,948,3493
4,4,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,304728700,9.5,-22517050,-6.9,12984939591,40360,-2555,-6,1602266,632,1975
5,5,0,OLD,20179462,위대한 쇼맨,2017-12-20,114508300,3.6,7608000,7.1,10155910500,14645,1065,7.8,1239699,234,459
6,6,0,OLD,20173547,다운사이징,2018-01-11,65347500,2.0,-15690400,-19.4,1193749604,8635,-1988,-18.7,144685,442,1052
7,7,3,OLD,20176104,그것만이 내 세상,2018-01-17,78678700,2.5,57665700,274.4,200892700,8343,5986,254,22707,55,55
8,8,-1,OLD,20177104,페르디난드,2018-01-03,48112200,1.5,13896400,40.6,3691378900,7477,2263,43.4,508692,318,434
9,9,-1,OLD,20170402,강철비,2017-12-14,32225100,1.0,-4095000,-11.3,35439102866,4348,-460,-9.6,4445387,180,289
10,10,-1,OLD,20176947,원더,2017-12-27,21651400,0.7,857600,4.1,1462815245,2862,85,3.1,185467,89,182
1,1,12,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,1752986100,36.2,1735683100,10031.1,1811094400,225510,224275,18159.9,230471,919,3807
2,2,5,OLD,20176104,그것만이 내 세상,2018-01-17,964523300,19.9,885844600,1125.9,1165416000,126797,118454,1419.8,149504,825,3491
3,3,-2,OLD,20170590,1987,2017-12-27,688826800,14.2,-189092700,-21.5,49190536945,90628,-25711,-22.1,6122808,755,2901
4,4,-2,OLD,20179985,코코,2018-01-11,592830600,12.3,-257574100,-30.3,9246592796,82114,-32664,-28.5,1152061,742,2078
5,5,-2,OLD,20150976,신과함께-죄와 벌,2017-12-20,530117300,11.0,-169947400,-24.3,105264202937,71179,-24222,-25.4,13110626,619,2143
6,6,-2,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,106959100,2.2,-197769600,-64.9,13091898691,14390,-25970,-64.3,1616656,388,755
7,7,-2,OLD,20179462,위대한 쇼맨,2017-12-20,50769300,1.0,-63739000,-55.7,10206679800,6509,-8136,-55.6,1246208,108,171
8,8,2,OLD,20176947,원더,2017-12-27,25969200,0.5,4317800,19.9,1488784445,3509,647,22.6,188976,67,144
9,9,-1,OLD,20177104,페르디난드,2018-01-03,21073500,0.4,-27038700,-56.2,3712452400,3476,-4001,-53.5,512168,95,115
10,10,8,OLD,20178228,다키스트 아워,2018-01-17,12944000,0.3,9742000,304.2,20694000,1796,1292,256.3,2902,217,349
1,1,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,3159303883,29.4,1595945403,102.1,7833282363,366720,185375,102.2,944956,1090,4633
2,2,0,OLD,20176104,그것만이 내 세상,2018-01-17,2185637448,20.4,1096169506,100.6,5296566490,259762,130487,100.9,651533,856,3490
3,3,0,OLD,20179985,코코,2018-01-11,1890151317,17.6,1106666897,141.2,12532239733,235540,137001,139,1571412,927,2713
4,4,0,OLD,20170590,1987,2017-12-27,1684063000,15.7,905907800,116.4,52260584545,198195,106802,116.9,6492684,714,2744
5,5,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,1249720800,11.6,614861600,96.9,107656778237,149485,73423,96.5,13405151,650,2127
6,6,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,185555435,1.7,81665897,78.6,13477032064,22832,10239,81.3,1665220,340,540
7,7,0,OLD,20179462,위대한 쇼맨,2017-12-20,95174200,0.9,33694500,54.8,10408880300,10982,3909,55.3,1270087,121,198
8,8,1,OLD,20176947,원더,2017-12-27,39304800,0.4,16097700,69.4,1566527145,5346,2144,67,199646,58,112
9,9,1,OLD,20173662,리틀 뱀파이어,2018-01-18,37994300,0.4,19502600,105.5,81588300,5080,2551,100.9,11224,211,249
10,10,-2,OLD,20189525,젝스키스 에이틴,2018-01-18,34787700,0.3,3518000,11.3,136014600,4365,137,3.2,17650,24,64
1,1,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,2748605500,27.7,-410698383,-13,10581887863,321000,-45720,-12.5,1265956,1061,4430
2,2,0,OLD,20176104,그것만이 내 세상,2018-01-17,2183094200,22.0,-2543248,-0.1,7479660690,258836,-926,-0.4,910369,861,3423
3,3,0,OLD,20179985,코코,2018-01-11,1865833100,18.8,-24318217,-1.3,14398072833,231610,-3930,-1.7,1803022,971,2818
4,4,0,OLD,20170590,1987,2017-12-27,1478354200,14.9,-205708800,-12.2,53738938745,175482,-22713,-11.5,6668166,708,2642
5,5,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,1143060400,11.5,-106660400,-8.5,108799838637,136973,-12512,-8.4,13542124,634,2051
6,6,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,159587800,1.6,-25967635,-14,13636619864,19430,-3402,-14.9,1684650,325,502
7,7,0,OLD,20179462,위대한 쇼맨,2017-12-20,90213100,0.9,-4961100,-5.2,10499093400,10385,-597,-5.4,1280472,121,201
8,8,1,OLD,20173662,리틀 뱀파이어,2018-01-18,40294500,0.4,2300200,6.1,121882800,5252,172,3.4,16476,213,251
9,9,-1,OLD,20176947,원더,2017-12-27,37560900,0.4,-1743900,-4.4,1604088045,5128,-218,-4.1,204774,54,108
10,10,0,OLD,20189525,젝스키스 에이틴,2018-01-18,26122000,0.3,-8665700,-24.9,162136600,3400,-965,-22.1,21050,24,62
1,1,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,802390400,26.3,-1946215100,-70.8,11384278263,102561,-218439,-68,1368517,971,4049
2,2,0,OLD,20176104,그것만이 내 세상,2018-01-17,770551400,25.2,-1412542800,-64.7,8250212090,100645,-158191,-61.1,1011014,843,3455
3,3,0,OLD,20179985,코코,2018-01-11,500954400,16.4,-1364878700,-73.2,14899027233,68326,-163284,-70.5,1871348,788,2395
4,4,0,OLD,20170590,1987,2017-12-27,395319700,12.9,-1083034500,-73.3,54134258445,52331,-123151,-70.2,6720497,689,2599
5,5,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,373186800,12.2,-769873600,-67.4,109173025437,50149,-86824,-63.4,13592273,623,2034
6,6,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,54509900,1.8,-105077900,-65.8,13691129764,7317,-12113,-62.3,1691967,321,552
7,7,0,OLD,20179462,위대한 쇼맨,2017-12-20,45560300,1.5,-44652800,-49.5,10544653700,5826,-4559,-43.9,1286298,135,216
8,8,1,OLD,20176947,원더,2017-12-27,16193100,0.5,-21367800,-56.9,1620281145,2489,-2639,-51.5,207263,58,120
9,9,1,OLD,20189525,젝스키스 에이틴,2018-01-18,14251200,0.5,-11870800,-45.4,176387800,2003,-1397,-41.1,23053,23,55
10,10,-2,OLD,20173662,리틀 뱀파이어,2018-01-18,10902500,0.4,-29392000,-72.9,132785300,1657,-3595,-68.5,18133,183,206
1,1,0,OLD,20176104,그것만이 내 세상,2018-01-17,711562900,24.2,-76311400,-9.7,9749649290,92672,-10562,-10.2,1206920,754,3020
2,2,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,545297200,18.6,-175711800,-24.4,12650584463,70060,-22002,-23.9,1530639,765,2902
3,3,0,OLD,20179985,코코,2018-01-11,455252200,15.5,-71878700,-13.6,15881410333,62595,-10362,-14.2,2006900,723,2144
4,4,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,289826900,9.9,-77961900,-21.2,109830641137,39238,-10366,-20.9,13681115,550,1525
5,5,0,OLD,20170590,1987,2017-12-27,272188300,9.3,-98814700,-26.6,54777449745,35857,-13653,-27.6,6805864,547,1816
6,6,2,OLD,20178230,커뮤터,2018-01-24,265166800,9.0,242439700,1066.7,298896900,35006,31971,1053.4,39676,553,2593
7,7,0,NEW,20168161,1급기밀,2018-01-24,181680800,6.2,181680800,100,254414300,24259,24259,100,33298,440,1531
8,8,7,OLD,20177473,비밥바룰라,2018-01-24,64972100,2.2,54886100,544.2,81858100,8922,7683,620.1,10898,347,647
9,9,-2,OLD,20179462,위대한 쇼맨,2017-12-20,32218600,1.1,-13099300,-28.9,10622190200,4131,-1748,-29.7,1296308,106,165
10,10,-1,OLD,20176947,원더,2017-12-27,16029900,0.5,-3384200,-17.4,1655725145,2394,-606,-20.2,212657,57,113
1,1,0,OLD,20176104,그것만이 내 세상,2018-01-17,992149124,27.3,235722124,31.2,11498225414,117046,18884,19.2,1422128,839,3349
2,2,0,OLD,20179985,코코,2018-01-11,611171147,16.8,132467747,27.7,16971284880,76136,10152,15.4,2149020,812,2315
3,3,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,612329524,16.9,128983924,26.7,13746259587,71141,9276,15,1663645,729,2815
4,4,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,354185700,9.8,79888800,29.1,110459123737,42076,5176,14,13760091,590,1577
5,5,0,OLD,20170590,1987,2017-12-27,313169100,8.6,63222700,25.3,55340565245,36987,3723,11.2,6876115,578,1733
6,6,0,OLD,20178230,커뮤터,2018-01-24,283711829,7.8,34886129,14,831434429,33446,504,1.5,106064,548,2157
7,7,0,OLD,20168161,1급기밀,2018-01-24,192769600,5.3,28011100,17,611942400,22959,1048,4.8,78168,474,1417
8,8,0,OLD,20177473,비밥바룰라,2018-01-24,35665100,1.0,-2979200,-7.7,156167500,5399,-688,-11.3,22384,325,560
9,9,1,OLD,20179462,위대한 쇼맨,2017-12-20,40341100,1.1,11290500,38.9,10691581900,4590,868,23.3,1304620,111,163
10,10,-1,OLD,20178444,극장판 레이디버그: 미라클스톤의 비밀,2018-01-25,19419200,0.5,-6330300,-24.6,58055700,2578,-1223,-32.2,7879,270,307
1,1,0,OLD,20176104,그것만이 내 세상,2018-01-17,2368280238,29.0,1376131114,138.7,13866505652,279702,162656,139,1701830,951,3844
2,2,0,OLD,20179985,코코,2018-01-11,1692379536,20.8,1081208389,176.9,18663664416,207860,131724,173,2356880,1025,3032
3,3,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,1319709738,16.2,707380214,115.5,15065969325,153963,82822,116.4,1817608,771,2880
4,4,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,797295300,9.8,443109600,125.1,111256419037,94386,52310,124.3,13854477,698,1820
5,5,0,OLD,20170590,1987,2017-12-27,656925300,8.1,343756200,109.8,55997490545,77436,40449,109.4,6953551,604,1666
6,6,0,OLD,20178230,커뮤터,2018-01-24,526717526,6.5,243005697,85.7,1358151955,62288,28842,86.2,168352,575,1763
7,7,0,OLD,20168161,1급기밀,2018-01-24,379919500,4.7,187149900,97.1,991861900,45379,22420,97.7,123547,511,1267
8,8,2,OLD,20178444,극장판 레이디버그: 미라클스톤의 비밀,2018-01-25,66615400,0.8,47196200,243,124671100,8720,6142,238.2,16599,296,383
9,9,0,OLD,20179462,위대한 쇼맨,2017-12-20,66695200,0.8,26354100,65.3,10758277100,7589,2999,65.3,1312209,103,166
10,10,-2,OLD,20177473,비밥바룰라,2018-01-24,45797300,0.6,10132200,28.4,201964800,5986,587,10.9,28370,310,475
1,1,0,OLD,20176104,그것만이 내 세상,2018-01-17,2334250100,30.2,-34030138,-1.4,16200755752,275942,-3760,-1.3,1977772,956,3803
2,2,0,OLD,20179985,코코,2018-01-11,1622452000,21.0,-69927536,-4.1,20286116416,199350,-8510,-4.1,2556230,1021,3007
3,3,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,1162594400,15.1,-157115338,-11.9,16228563725,136107,-17856,-11.6,1953715,756,2769
4,4,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,791361400,10.2,-5933900,-0.7,112047780437,93732,-654,-0.7,13948209,704,1810
5,5,0,OLD,20170590,1987,2017-12-27,610028100,7.9,-46897200,-7.1,56607518645,72382,-5054,-6.5,7025933,610,1615
6,6,0,OLD,20178230,커뮤터,2018-01-24,461268800,6.0,-65448726,-12.4,1819420755,54826,-7462,-12,223178,559,1637
7,7,0,OLD,20168161,1급기밀,2018-01-24,341463600,4.4,-38455900,-10.1,1333325500,40833,-4546,-10,164380,512,1219
8,8,0,OLD,20178444,극장판 레이디버그: 미라클스톤의 비밀,2018-01-25,73010100,0.9,6394700,9.6,197681200,9534,814,9.3,26133,305,392
9,9,0,OLD,20179462,위대한 쇼맨,2017-12-20,62031500,0.8,-4663700,-7,10820308600,7070,-519,-6.8,1319279,101,172
10,10,0,OLD,20177473,비밥바룰라,2018-01-24,43196100,0.6,-2601200,-5.7,245160900,6100,114,1.9,34470,302,459
1,1,0,OLD,20176104,그것만이 내 세상,2018-01-17,718201600,29.5,-1616048500,-69.2,16918957352,94151,-181791,-65.9,2071923,866,3574
2,2,0,OLD,20179985,코코,2018-01-11,406936600,16.7,-1215515400,-74.9,20693053016,54634,-144716,-72.6,2610864,796,2467
3,3,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,351186900,14.4,-811407500,-69.8,16579750625,45377,-90730,-66.7,1999092,695,2612
4,4,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,257512500,10.6,-533848900,-67.5,112305292937,34521,-59211,-63.2,13982730,616,1705
5,5,0,OLD,20170590,1987,2017-12-27,201175800,8.3,-408852300,-67,56808694445,26748,-45634,-63,7052681,577,1621
6,6,0,OLD,20178230,커뮤터,2018-01-24,146160100,6.0,-315108700,-68.3,1965580855,19287,-35539,-64.8,242465,521,1693
7,7,0,OLD,20168161,1급기밀,2018-01-24,119574100,4.9,-221889500,-65,1452899600,15994,-24839,-60.8,180374,479,1275
8,8,0,NEW,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,38781000,1.6,38781000,100,38781000,4906,4906,100,4906,20,20
9,9,0,OLD,20179462,위대한 쇼맨,2017-12-20,31852800,1.3,-30178700,-48.7,10852161400,4118,-2952,-41.8,1323397,113,184
10,10,0,OLD,20177473,비밥바룰라,2018-01-24,22214800,0.9,-20981300,-48.6,267375700,3800,-2300,-37.7,38270,291,468
1,1,0,OLD,20176104,그것만이 내 세상,2018-01-17,688320800,28.9,-29880800,-4.2,17607278152,91515,-2636,-2.8,2163438,884,3574
2,2,0,OLD,20179985,코코,2018-01-11,402263300,16.9,-4673300,-1.1,21095316316,55160,526,1,2666024,814,2475
3,3,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,316549400,13.3,-34637500,-9.9,16896300025,41173,-4204,-9.3,2040265,693,2583
4,4,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,250745800,10.5,-6766700,-2.6,112556038737,34197,-324,-0.9,14016927,626,1712
5,5,0,OLD,20170590,1987,2017-12-27,191703800,8.0,-9472000,-4.7,57000398245,25848,-900,-3.4,7078529,586,1611
6,6,0,OLD,20178230,커뮤터,2018-01-24,125089000,5.2,-21071100,-14.4,2090669855,16663,-2624,-13.6,259128,521,1633
7,7,0,OLD,20168161,1급기밀,2018-01-24,113258300,4.7,-6315800,-5.3,1566157900,15394,-600,-3.8,195768,482,1262
8,8,0,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,74910000,3.1,36129000,93.2,113691000,11673,6767,137.9,16579,72,72
9,9,0,OLD,20179462,위대한 쇼맨,2017-12-20,32930500,1.4,1077700,3.4,10885091900,4286,168,4.1,1327683,110,188
10,10,0,OLD,20177473,비밥바룰라,2018-01-24,19212500,0.8,-3002300,-13.5,286588200,2936,-864,-22.7,41206,304,470
1,1,18,OLD,20168323,염력,2018-01-31,1617241600,37.4,1609361600,20423.4,1677541600,264711,263726,26774.2,273292,1099,6347
2,2,-1,OLD,20176104,그것만이 내 세상,2018-01-17,721935500,16.7,33614700,4.9,18329213652,123036,31521,34.4,2286474,706,2774
3,3,0,NEW,20178126,인시디어스4: 라스트 키,2018-01-31,628833500,14.6,628833500,100,632047500,102991,102991,100,103369,601,2017
4,4,-2,OLD,20179985,코코,2018-01-11,411756400,9.5,9493100,2.4,21507072716,69621,14461,26.2,2735645,665,1785
5,5,-2,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,238325100,5.5,-78224300,-24.7,17134625125,40704,-469,-1.1,2080969,502,1138
6,6,-2,OLD,20150976,신과함께-죄와 벌,2017-12-20,209579100,4.9,-41166700,-16.4,112765617837,34634,437,1.3,14051561,504,1095
7,7,8,OLD,20178395,12 솔져스,2018-01-31,159644500,3.7,150082400,1569.6,190916600,25712,24236,1642,29132,184,871
8,8,-3,OLD,20170590,1987,2017-12-27,133409100,3.1,-58294700,-30.4,57133807345,22463,-3385,-13.1,7100992,404,759
9,9,-3,OLD,20178230,커뮤터,2018-01-24,32034800,0.7,-93054200,-74.4,2122704655,5176,-11487,-68.9,264304,203,367
10,10,-3,OLD,20168161,1급기밀,2018-01-24,26619000,0.6,-86639300,-76.5,1592776900,4322,-11072,-71.9,200090,168,279
1,1,0,OLD,20168323,염력,2018-01-31,763114000,28.5,-854127600,-52.8,2440655600,101924,-162787,-61.5,375216,1053,5998
2,2,0,OLD,20176104,그것만이 내 세상,2018-01-17,486682800,18.2,-235252700,-32.6,18815896452,64564,-58472,-47.5,2351038,668,2666
3,3,0,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,365393000,13.6,-263440500,-41.9,997440500,47745,-55246,-53.6,151114,632,2109
4,4,0,OLD,20179985,코코,2018-01-11,257535200,9.6,-154221200,-37.5,21764607916,34536,-35085,-50.4,2770181,602,1656
5,5,1,OLD,20150976,신과함께-죄와 벌,2017-12-20,145546100,5.4,-64033000,-30.6,112911163937,19625,-15009,-43.3,14071186,471,1005
6,6,-1,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,149036500,5.6,-89288600,-37.5,17283661625,19624,-21080,-51.8,2100593,464,1002
7,7,0,OLD,20178395,12 솔져스,2018-01-31,115750400,4.3,-43894100,-27.5,306667000,14591,-11121,-43.3,43723,183,824
8,8,0,OLD,20170590,1987,2017-12-27,88140400,3.3,-45268700,-33.9,57221947745,11916,-10547,-47,7112908,384,668
